company_name,website,emails,phones,address,city,country,niche,sources,confidence
HR RENEWKonferencia-Budapest- Pannon Egyetem,https://www.gtk.uni-pannon.hu/hu/hr-renew-konferencia-budapest,acs.nora@menedzserkepzokozpont.hu,+36702643146,,,,konferencia,ddg_search,0.9
"VendelKonferencia,Budapest",https://www.utazzitthon.hu/latnivalo/budapest/vendel-konferencia-40640,info@utazzitthon.hu,+36202048008,,,,konferencia,ddg_search,0.9
VédőhálóBudapest:: Kezdőlap,https://vedohalobudapest.hu,"unyigyorgyi@t-online.hu, juhaszkm@gmail.com, laszlosandor75@gmail.com, info@netro.hu, hello@sybell.hu",+36209259012,,,,konferencia,ddg_search,0.9
Marketing SummitBudapest2026,https://marketingsummit.hu,"katona.norbert@mmsz.eu, kovacs.agnes@mmsz.eu, juhasz.violetta@mmsz.eu, csicsari.ildiko@mmsz.eu","+36309961321, +36301753339, +36205043048, +36302972139",,,,konferencia,ddg_search,0.9
Konferenciák,https://www.businessevents.hu/rendezvenyek/konferencia,contact@ytcvn.com,+36303131288,,,,konferencia,ddg_search,0.9
Upcoming International Conferences in Budapest 2026,https://conferenceineurope.net/cities/budapest,info@conferenceineurope.net,+918925031783,,,,konferencia,ddg_search,0.9
Budapest Conference & Meeting Space,https://verdihotels.com/budapest/meet-celebrate/conferences-meetings,"stay.budapest@verdihotels.com, relax.budapest@verdihotels.com, sales.budapest@verdihotels.com, media.budapest@verdihotels.com, leisure.budapest@verdihotels.com","+3614364142, +3614364130, +3614364131, +3614364769, +3614364764",,,,konferencia,ddg_search,0.9
Conferences in Budapest 2026,https://allconferencealert.net/cities/budapest.php,example@domain.com,+918925031783,,,,konferencia,ddg_search,0.9
Dantisztika,http://itadokt.hu/dantisztika,info@itadokt.hu,+3614116563,,,,konferencia,ddg_search,0.9
CongressLine,https://www.congressline.hu/rendezvenyek,"info@congressline.hu, vamos@congressline.hu","+3614290146, +3613121582, +3614290147, +13477032752",,,,konferencia,ddg_search,0.9
Európai Precíziós GazdálkodásiKonferencia–Budapest,https://www.agroinform.hu/program_gazdasag/europai-precizios-gazdalkodasi-konferencia-budapest-41084-001,ugyfelszolgalat@agroinform.hu,+36204775467,,,,konferencia,ddg_search,0.9
Ingatlanbefektetes Konferencia,https://ingatlanbefektetes-konferencia.hu,office@property-in-austria.com,+4366473761399,,,,konferencia,ddg_search,0.9
GLOBOTV BUDAPEST,http://www.hir3d.hu/t,"fm@ahu.hu, kinga.soos@hir3d.hu, szj@ahu.hu, info@globotv.hu",+36203261810,,,,konferencia,ddg_search,0.9
Európai Zsidó Múzeumok éves konferenciája Budapesten -,https://mokk.skanzen.hu/europai-zsido-muzeumok-eves-konferenciaja-budapesten.html,"mokk@skanzen.hu, mokkkepzes@skanzen.hu",+36305239427,,,,konferencia,ddg_search,0.9
Corporate Energy Management 2025,https://www.portfolio.hu/en/events/conference-energy/corporate-energy-management-2025/1790/overview,"rendezveny@portfolio.hu, qbfmcbgu.qbzvavxn@cbegsbyvb.uh, gbgu@cbegsbyvb.uh, jrvauneqg@cbegsbyvb.uh, gnxnpf@cbegsbyvb.uh, xvff.pfvyyn@cbegsbyvb.uh, uh.oiloftrop@allisc.ssik","+36202210231, +36203860751, +36202873256",,,,konferencia,ddg_search,0.9
.: Korábbi hírek :.,http://hspf.eu/korabbi.html,"directed@earth.in, solarphysicsfoundation@gmail.com, robertus@sheffield.ac.uk.tov, robertus@sheffield.ac.uk",+3619272022,,,,konferencia,ddg_search,0.9
HUNOG,https://hunog.hu/en,"info@hunog.hu, info@goodevent.hu, ugyfelszolgalat@naih.hu, titkarsag@nic.hu, angelus.barbara@domain.hu, gyulai.kinga@goodevent.hu, bekelteto.testulet@bkik.hu, central@company.hu","+3612380115, +36704426061, +3614882131, +3613911400, +36309507815, +36303452041",,,,konferencia,ddg_search,0.9
MGFÜ,https://mgfu.hu/en/article/international_relations/projects/ffwd,"info@mgfu.hu, nagy.diana@mgfu.hu, tanka.eszter@mgfu.hu, schiffer.oliver@mgfu.hu, fribek.gergely@mgfu.hu","+3613122213, +3640000000, +36301777493, +36706762215, +36305528733, +36301656770",,,,konferencia,ddg_search,0.9
Novotel Budapest City | Relaxing business Hotel in Budapest,https://all.accor.com/hotel/0511/index.en.shtml,"directly@accorhotels.com, h0511@accor.com","+3613725400, +3647488441, +3619023734, +3614665636",,,,konferencia,ddg_search,0.9
Dallamvivők NemzetköziKonferencia,https://filharmonia.hu/programok/2830/dallamvivok-nemzetkozi-konferencia,"filharmonia@filharmonia.hu, szabolcs.szamosi@filharmonia.hu, judit.nagy@filharmonia.hu, noemi.kramarics@filharmonia.hu, daniel.gyetvai@filharmonia.hu, maria.meszaros@filharmonia.hu, tunde.kiss-balogh@filharmonia.hu, geza.galan@filharmonia.hu, lajos.szilagyi@filharmonia.hu, balazs.szaszi@filharmonia.hu, kristof.simon@filharmonia.hu, kata.kocsis@filharmonia.hu, eva.dittrich@filharmonia.hu, eva.burunka@filharmonia.hu, reka.horvath@filharmonia.hu, viktoria.kiss@filharmonia.hu, agnes.gulyas@filharmonia.hu, nikolett.simon@filharmonia.hu, bettina.barna@filharmonia.hu, helga.hayer@filharmonia.hu, annamaria.halasz@filharmonia.hu, kitti.tormasi@filharmonia.hu, eszter.nyul@filharmonia.hu, bekescsaba@filharmonia.hu, melinda.reisch@filharmonia.hu, budapest@filharmonia.hu, tamas.hudacsek@filharmonia.hu, tamas.porubszki@filharmonia.hu, gergo.racz@filharmonia.hu, eszter.kovacs@filharmonia.hu, gyor@filharmonia.hu, bence.kallo@filharmonia.hu, kecskemet@filharmonia.hu, miskolc@filharmonia.hu, katalin.bodolai@filharmonia.hu, nyiregyhaza@filharmonia.hu, jegypenztar@filharmonia.hu, nora.barkoczy@filharmonia.hu, lili.hanna.palfi@filharmonia.hu, bori.ruszcsak@filharmonia.hu, timea.bartyik@filharmonia.hu, lilla.rebeka.bognar@filharmonia.hu, eszter.szekeres@filharmonia.hu, david.olti@filharmonia.hu","+3672891400, +36305100781, +36300915994, +36309982326, +36303619250, +36309989674, +36703711711, +36304292608, +36309420294, +36303204935, +36703711710, +36307234791, +36703711708, +36300740851, +36303364279, +36309854756, +36307904105, +36307997156, +36307997213, +36703711701, +3666442120, +36307253147, +36703711713, +36305772936, +36303830036, +36305830823, +3636518347, +3696326323, +36301840172, +36209819879, +36303208314, +3646505656, +36303824321, +36303997934, +3672500300, +36307324983, +36307796596, +36309130307, +36306779527, +36308701507, +3662425260, +36703711705, +36309202953, +3688889180, +3688312946, +3610001800",,,,konferencia,ddg_search,0.9
BUDAPEST-Konferenciaszállodák:Konferencia-helyszínek,http://www.iranymagyarorszag.hu/keres/budapest/konferencia/konferencia_szalloda-p1,"hotelmillennium@hunguesthotels.com, hotelplatanus@hunguesthotels.hu, hotelventura@gerandhotels.hu, sales@ebenhotel.hu, arena.reservation@danubiushotels.com, info@hotelbenczur.hu, jagello@helita.t-online.hu, sales@jagellobusinesshotel.hu, clustersales@danubiushotels.com, hungaria.reservation@danubiushotels.com, reservation@holidaybeach.hu, frontdesk@holidaybeach.hu, budapest.reservations@marriotthotels.com, res.gh@hu.ensanahotels.com, info@hotelluna.hu, info@hotel-molnar.hu, hotelamadeus@hotelamadeus.hu, info@krisztinahotel.hu, info@fortunaboat.com, info@naphotel.hu, reservation@aquaworldresort.hu, reception@thomashotel.hu, hotel.mohacsi@gmail.com","+3614778000, +3613336505, +3613822269, +3612081235, +3613838418, +3618895200, +3614795650, +3612482780, +3618894400, +3612401261, +3614367160, +3614865000, +3618894712, +3618894752, +36203604112, +3612046868, +3613951872, +36703408068, +3612204995, +3612204996, +3614035336, +36707700402, +3612602971, +3612313600, +3617969460, +3688453122, +36703122091, +3612104458, +3613838404, +3618895252, +3613421558, +3613190274, +3614367161, +3612313619, +3619892026",,,,konferencia,ddg_search,0.9
Events | Dynatrace Provice | Hungary,https://www.dynatrace.provice.eu/events,"event@provice.eu, elemer.vereb@provice.eu, nelli.kertesz@provice.eu",,,,,konferencia,ddg_search,0.65
Elle,https://elle.hu/eletmod/endometriozis-diagnozis-8-10-ev-budapest-megoldasok,elle@elle.hu,,,,,konferencia,ddg_search,0.65
PP Konferencia,https://ppkonferencia.hu,hliniczky.krisztian@ankerproperty.com,,,,,konferencia,ddg_search,0.65
balint_veres,http://www.balintveres.com/about,veresbal@mome.hu,,,,,konferencia,ddg_search,0.65
A Global Leading Conferences Kft.konferenciaszervező...,https://dolgozattar.uni-bge.hu/3840,"repozitorium@uni-bge.hu, csarnaikata@gmail.com, bravacz.ibolya@kvifk.bgf.hu",,,,,konferencia,ddg_search,0.65
Mail,https://mail.360.yandex.lt,"business@support.yandex.ru, alex@design-kukhni.ru, alex@web-design.ru.you, regular@yandex.ru, alex@design-mutfak.ru, yoktur.@yandex.ru, alex@design-kukhni.ru.yangi, uchun@yandex.ru, u003e@yandex.ru, of@yandex.ru, odatiy@yandex.ru",,,,,konferencia,ddg_search,0.65
OGIK'2024 | gikof,https://raffa6.wixsite.com/gikof/general-5,"erdosf@sze.hu, raffai@sze.hu",,,,,konferencia,ddg_search,0.65
CV of Lecturers MSC in Mechanical Engineering | PDF,https://www.scribd.com/document/953684383/CV-of-Lecturers-MSc-in-Mechanical-Engineering,"support@scribd.com, support@slideshare.net, support@everand.com, support@fable.co, copyright@scribd.com, press@scribd.com, bizdev@scribd.com",,,,,konferencia,ddg_search,0.65
Hungexpo budapest kongresszusi és kiállítási központ,https://www.lusha.com/business/9ffc4d410f3459c9,sales@revium.io,,,,,konferencia,ddg_search,0.65
Budapest BI Fórum 2025,https://budapestbiforum.com/2025/hu,"office@budapestbi25.com, all@once.or, office@budapestbi25.hu",,,,,konferencia,ddg_search,0.65
Craft Conference,https://craft-conf.com,"apps@scale.he, innovate@speed.before, systems@scale.built",,,,,konferencia,ddg_search,0.65
Budapest Forum: Home,https://budapestforum.org,budapestforum@politicalcapital.hu,,,,,konferencia,ddg_search,0.65
Conferences in Budapest 2026 | Summits in Budapest,https://allevents.in/budapest/conferences,resources@allevents.in,,,,,konferencia,ddg_search,0.65
Adatkonferenciák 2024 | Adat.blog,https://adat.blog/dataconf/adatkonferenciak-2024,bence@adat.blog,,,,,konferencia,ddg_search,0.65
RENDEZVÉNYFOTÓZÁS BUDAPESTEN PROFI FOTÓSSAL,https://vegeldaniel.com/rendezveny-fotozas-budapest,daniel@vegeldaniel.com,,,,,konferencia,ddg_search,0.65
Budapest ML Forum 2025,https://budapestml.hu/2025/hu,sponsors@budapestdata.hu,,,,,konferencia,ddg_search,0.65
HUN-REN BTK ZTI,https://www.zti.hu/en/component/tags/tag/2025,"info@pennakonyvesbolt.hu, horvath.orsolya@abtk.hu",,,,,konferencia,ddg_search,0.65
POV Budapest,https://www.povbudapest.com,info@povbudapest.com,,,,,konferencia,ddg_search,0.65
AI SummitBudapest2026,https://aisummitbudapest.hu,"indaevents@indamedia.hu, sales@dnsaleshouse.hu",,,,,konferencia,ddg_search,0.65
"MTA BTK Irodalomtudományi Intézet, XVIII. századi Osztály",http://xviii.iti.mta.hu/tg.html,,"+3615641796, +3614501700, +3616141679, +3619945673, +3616921755, +3619953556, +3610319991, +36211999213, +3625200277, +3678200953, +3617501800",,,,konferencia,ddg_search,0.55
Magyary,https://www.magyary.hu/tag/konferencia,,+3619392025,,,,konferencia,ddg_search,0.55
Hu,https://hu.revieweuro.com/budapest/magyar-katolikus-puspoki-konferencia-1551854,,+3613426959,,,,konferencia,ddg_search,0.55
"CONVENTION Budapest Konferencia-, Kiállítás ...",https://lei.bloomberg.com/leis/view/984500LC0795067U6490,,"+12123182000, +442073307500, +6562121000",,,,konferencia,ddg_search,0.55
CIOBudapest,https://ciobudapest.hu,,"+36302114680, +36309246966",,,,konferencia,ddg_search,0.55
Antal Attila: Megjelent: Kritikai politikaelmélet (ELTE,http://www.antalattila.hu/2022/02/megjelent-kritikai-politikaelmelet-elte.html,,+3672982020,,,,konferencia,ddg_search,0.55
Konferenciák – Tudományos Diákkör,https://semmelweis.hu/tdk/tudomanyos-diakkori-konferenciak,,"+3614591500, +36208251000",,,,konferencia,ddg_search,0.55
Mandiner,https://mandiner.hu/kulfold/2025/05/magyarorszag-a-nemzetkozi-biztonsagpolitikai-parbeszed-elvonalaban,,,,,,konferencia,ddg_search,0.3
AktívMagyarországKonferencia2025,https://konferencia.amfk.hu/aktiv-magyarorszag-konferencia-2025,,,,,,konferencia,ddg_search,0.3
HUSTEF | HUSTEF,http://www.hustef.hu,,,,,,konferencia,ddg_search,0.3
"Taiwan Trade Center, Budapest",https://www.taitra.hu,,,,,,konferencia,ddg_search,0.3
Planet Budapest,https://planetbudapest.hu,,,,,,konferencia,ddg_search,0.3
DevFest Budapest 2025,http://devfest.hu,,,,,,konferencia,ddg_search,0.3
Alexandra Anders,"https://elte.academia.edu/AlexandraAnders/About+exhibitions,+conferences,+etc.",,,,,,konferencia,ddg_search,0.3
Konferenciaszervező Kft.,https://vimeo.com/user81755920,,,,,,konferencia,ddg_search,0.3
Hogyan találjuk meg a megfelelő konferenciaközpontot?,https://budapestkornyeke.hu/hogyan-talaljuk-meg-a-megfelelo-konferenciakozpontot,,,,,,konferencia,ddg_search,0.3
Log in to webmail,https://firstmail.ltd/webmail/login,,,,,,konferencia,ddg_search,0.3
Konferenciaszervező| EU Careers,https://eu-careers.europa.eu/hu/job-opportunities/competition/4068/description,,,,,,konferencia,ddg_search,0.3
Ecsedi Zsuzsanna Email & Phone Number,https://rocketreach.co/ecsedi-zsuzsanna-email_147777194,,,,,,konferencia,ddg_search,0.3
Nemzetközi blokklánc-konferenciát rendeznekBudapesten,https://itcafe.hu/hir/blokklanc_konferencia_budapest.html,,,,,,konferencia,ddg_search,0.3
TanulmányokBudapestMúltjából 28. (1999)... | Hungaricana,https://library.hungaricana.hu/hu/view/ORSZ_BPTM_TBM_28,,,,,,konferencia,ddg_search,0.3
#1 Affiliate Marketing Conference | Affiliate World Europe,https://affiliateworldconferences.com/europe,,,,,,konferencia,ddg_search,0.3
"Conferences in Budapest, Hungary 2026, 2027",https://www.clocate.com/conferences-in+budapest/Y2ktNzQ5NQ==,,,,,,konferencia,ddg_search,0.3
Szabad Szoftver Konferencia és Kiállítás 2012 | CAcert Blog,http://blog.cacert.org/2012/10/szabad-szoftver-konferencia-es-kiallitas-2012,,,,,,konferencia,ddg_search,0.3
CEU Konferencia Központ (3⋆ Hotel),https://www.sleephotelsbudapest.com/ceu-konferencia-kozpont-75082-en,,,,,,konferencia,ddg_search,0.3
ISACA Konferencia 2024,https://engage.isaca.org/budapestchapter/isacakonferencia/isacakonferencia2024,,,,,,konferencia,ddg_search,0.3
Lakhatási Konferencia,https://6lxqvvvm58.mszp.hu/CL0/https://www.facebook.com/events/790167421939957,,,,,,konferencia,ddg_search,0.0
"""CONVENTIONBudapestKonferencia-, Kiállítás...""",https://leiworldwide.com/lei_record/984500LC0795067U6490,,,,,,konferencia,ddg_search,0.0
"Conferences in Budapest, Seminars in Budapest, Budapest ...",https://10times.com/budapest-hu/conferences,,,,,,konferencia,ddg_search,0.0
CEU Konferencia Központ in Budapest,https://www.popularhotels.com/budapest/319999,,,,,,konferencia,ddg_search,0.0
