company_name,website,emails,phones,address,city,country,niche,sources,confidence
A CLEVELANDI MAGYAR KONGRESSZUS ÉRTESÍTÉSE ...,https://hungarianassociation.com/2005/a-clevelandi-magyar-kongresszus-ertesitese-2,"magyar.tarsasag@gmail.com, magyartarsasag@nadas.org, lelsomogyi@hotmail.com, magyartarsasag@nadas.org.we",+12166514929,,,,nemzetközi találkozó,ddg_search,0.9
Elérhetőségek | MTA,https://mta.hu/nemzetkozi-kapcsolatok/elerhetosegek-106264,"katalin@titkarsag.mta, judit@titkarsag.mta, nora@titkarsag.mta, eszter@titkarsag.mta, petra@titkarsag.mta, beata@titkarsag.mta","+3614116111, +3614116178, +3614116154, +3614116163, +3614116159, +3614116156",,,,nemzetközi találkozó,ddg_search,0.9
Elérhetőségek,https://kormany.hu/kormanyzati-elerhetosegek,"miniszterelnok@mk.gov.hu, erkeztetok@me.gov.hu, sajto@me.gov.hu, info@am.gov.hu, sajto@am.gov.hu, ugyfelszolgalat@bm.gov.hu, sajto@bm.gov.hu, ugyfelszolgalat@em.gov.hu, sajto@em.gov.hu, info@ekm.gov.hu, sajto@ekm.gov.hu, tarsadalmikapcsolatok@eum.gov.hu, sajto@eum.gov.hu, hmugyfelszolgalat@hm.gov.hu, sajto@hm.gov.hu, tarsadalmikapcsolatok@im.gov.hu, sajto@im.gov.hu, kormanyszovivo@mk.gov.hu, erkeztetok.ktm@ktm.gov.hu, sajto@ktm.gov.hu, ugyfelszolgalat@kim.gov.hu, sajto@kim.gov.hu, taj.konz@mfa.gov.hu, sajto@mfa.gov.hu, konz@mfa.gov.hu, kozkapcsolat@mfa.gov.hu, mk@mk.gov.hu, kommunikacio@mk.gov.hu, mki@kormanyiroda.gov.hu, ugyfelszolgalat@ngm.gov.hu, sajto@ngm.gov.hu, pelda@peldamail.hu","+3617955000, +3617950381, +3617952000, +3617950200, +3617951251, +3614411000, +3614411769, +3615501858, +3614411641, +3615503944, +3617956766, +3614741111, +3612365111, +3614741168, +3614741446, +36309992118, +3617951000, +3617958333, +3615503947, +3617959000, +3617950893, +3618962203, +3614581000, +3612125918, +3680368036, +36303636555, +36303636111, +3614581826",,,,nemzetközi találkozó,ddg_search,0.9
Vásárlás közvetlenül a termelőtől: egynemzetközitalálkozó...,https://tudatosvasarlo.hu/vasarlas-kozvetlenul-termelotol-egy-nemzetkozi-talalkozo-tapasztalatai,tve@tve.hu,+3612258136,,,,nemzetközi találkozó,ddg_search,0.9
Kultúrák Közötti KommunikációNemzetköziTalálkozó,https://kpvk.pte.hu/hu/esemenyek/kulturak_kozotti_kommunikacio_nemzetkozi_talalkozo,david.klein@expeditions.hu,"+3674528300, +3672501500",,,,nemzetközi találkozó,ddg_search,0.9
Encounter,https://encounter.hu,"david.klein@edge2000.hu, ccchungary@gmail.com",+36305629814,,,,nemzetközi találkozó,ddg_search,0.9
Sportverda,https://sportverda.hu,info@sportverda.hu,,,,,nemzetközi találkozó,list_page,0.65
Utazások,https://tripfinder.hu,hello@tripfinder.hu,,,,,nemzetközi találkozó,list_page,0.65
BudapestutánBudapest,https://www.maszol.ro/velemeny/Budapest-utan-Budapest,marketing@maszol.ro,,,,,nemzetközi találkozó,ddg_search,0.65
JetSet Magazin 2024 ősz-tél by LKG Media Kft,https://issuu.com/lkgmedia/docs/jet_set_2024_sz-t_l,"6969967ac65ff255403fac681cf461a6@o6787.ingest.us.sentry.io, bfefeff8f2d548902e8889d678a7d5da@o6787.ingest.us.sentry.io",,,,,nemzetközi találkozó,ddg_search,0.65
BudapestLiszt FerencNemzetköziRepülőtér,https://www.bud.hu,eld-@-az-unnep-pillanatait.html,,,,,nemzetközi találkozó,ddg_search,0.65
Budapestinemzetközitalálkozólendíti előre...,https://profitline.hu/Budapesti-nemzetkozi-talalkozo-lenditi-elore-a-fenntarthatosag-ugyet-397126,sajto@profitline.hu,,,,,nemzetközi találkozó,ddg_search,0.65
CV & BIO – Péter Szabina,https://peterszabina.com/hu/cv,contact@peterszabina.com,,,,,nemzetközi találkozó,ddg_search,0.65
Show Time Budapest,http://www.showtimebudapest.hu,"info@eventim.hu, info@showtimebudapest.hu",,,,,nemzetközi találkozó,ddg_search,0.65
Organic Eprints,https://orgprints.org/view/doclang/hu.html,thomas.alfoeldi@fibl.org,,,,,nemzetközi találkozó,ddg_search,0.65
UNIX-AMTS,https://www.amts.hu,info@amts.hu,,,,,nemzetközi találkozó,ddg_search,0.65
Péter Lichter,https://peterlichter.com,lichter84@gmail.com,,,,,nemzetközi találkozó,ddg_search,0.65
"Nemzetközi Country Találkozó, Budapest",https://www.discogs.com/release/10258757-Various-Nemzetközi-Country-Találkozó-Budapest,387a0c015e78429ca256c602993e2b92@sentry.io,,,,,nemzetközi találkozó,ddg_search,0.65
A MITEM-sztori,https://nemzetiszinhaz.hu/magazin/2023/09/jubileumi-madach-nemzetkozi-szinhazi-talalkozo,"szervezes@nemzetiszinhaz.hu, jegypenztar@nemzetiszinhaz.hu, info@nemzetiszinhaz.hu",,,,,nemzetközi találkozó,ddg_search,0.65
Kre htk -nemzetköziifjúságitalálkozó,https://htk.kre.hu/index.php/243-nemzetkoezi-ifjusagi-talalkozo.html,"dekanihivatal.htk@kre.hu, chinhpv@vsmarttech.com",,,,,nemzetközi találkozó,ddg_search,0.65
SZTAKI-HLT/HunSum-2-abstractive · Datasets at Hugging Face,https://huggingface.co/datasets/SZTAKI-HLT/HunSum-2-abstractive,git@hf.co,,,,,nemzetközi találkozó,ddg_search,0.65
Budapest,https://www.bpn.hu/budapest-hirek/nemzetkozi-netnagyi-talalkozo-a-budapesti-muvelodesi-kozpontban-budapest,nagyi@bmknet.hu,,,,,nemzetközi találkozó,ddg_search,0.65
Contact | Madách Nemzetközi Színházi Találkozó,https://mitem.hu/en/contact,"igazgatosag@nemzetiszinhaz.hu, agnes.szabo@nemzetiszinhaz.hu, balint.kovacs@nemzetiszinhaz.hu, edit.kulcsar@nemzetiszinhaz.hu, anna.szeker@nemzetiszinhaz.hu, petra.berettyan@nemzetiszinhaz.hu, reka.szabo@nemzetiszinhaz.hu, jegy@nemzetiszinhaz.hu, attila.beregszaszi@nemzetiszinhaz.hu, andras.kozma@nemzetiszinhaz.hu, erno.verebes@nemzetiszinhaz.hu, zsofia.rideg@nemzetiszinhaz.hu, karolina.kovats@nemzetiszinhaz.hu, katalin.meszaros@nemzetiszinhaz.hu, adam.szabo@nemzetiszinhaz.hu, zsolt.szasz@nemzetiszinhaz.hu, istvan.kornya@nemzetiszinhaz.hu, zsolt.eoriszabo@nemzetiszinhaz.hu, szervezes@nemzetiszinhaz.hu, zoltan.ratoti@nemzetiszinhaz.hu",,,,,nemzetközi találkozó,ddg_search,0.65
XIII. Kiskőrösi DutraNemzetköziTalálkozó| VIRA,https://vira.hu/esemeny/xiii-kiskorosi-dutra-nemzetkozi-talalkozo,informacio.vira@gmail.com,,,,,nemzetközi találkozó,ddg_search,0.65
Podcast,https://szoszatyar.hu,,+36205070999,,,,nemzetközi találkozó,list_page,0.55
Eladó cégek,https://assisto.hu,,"+3678610095, +3615000000, +3610000000, +36300000000, +3668500000, +3625000000, +3619000000, +3617000000, +3612000000",,,,nemzetközi találkozó,list_page,0.55
Hírek,https://trimedio.news,,+36205070999,,,,nemzetközi találkozó,list_page,0.55
Trimedio Rádió,https://trimedio.fm,,+36205070999,,,,nemzetközi találkozó,list_page,0.55
Lovassport,https://lovarda.eu,,+36205070999,,,,nemzetközi találkozó,list_page,0.55
Gasztronómia,https://resr.hu,,"+36202603302, +36202603272, +36202603244, +36202603205, +36202603178, +36202603129, +36202603263, +36202603235, +36202603187, +36202603169, +36205070999",,,,nemzetközi találkozó,list_page,0.55
Eseményregisztráció,https://mcc.hu/esemenyregisztracio,,+36301375530,,,,nemzetközi találkozó,ddg_search,0.55
Lengyel elnök: Magyarország a lengyelek örök barátja marad,https://www.atv.hu/belfold/20260324/magyar-lengyel-baratsag,,+3618770800,,,,nemzetközi találkozó,ddg_search,0.55
Publications,https://infota.org/en/research-institute/publications-ri,,"+3612791510, +3617882265",,,,nemzetközi találkozó,ddg_search,0.55
Rose Marie,https://www.deezer.com/en/album/762149081,,+3619820228,,,,nemzetközi találkozó,ddg_search,0.55
nemzetközi-nemzetközitalálkozó-ukrán magyar-cirkuszművészet,https://fnc.hu/nemzetkozi-talalkozon-egyeztettek-az-ukran-es-a-magyar-cirkuszi-szakemberek-budapesten,,"+3613439637, +3613438300, +3613446011, +3613446009, +3615807169, +3615771588",,,,nemzetközi találkozó,ddg_search,0.55
[PDF] Tükrök,https://rm.coe.int/mirrors-hun-web/16808cf807,,"+36210001652, +3614999998, +3690000000, +3610000002, +3685000000, +3680000000, +3695000000, +3635000004, +3619999998, +3675000000, +3645000000, +3625000000, +3655000000, +3689999405, +3679998795, +3669999702, +3659999104, +3629998802, +3619999701",,,,nemzetközi találkozó,ddg_search,0.55
Vge Team,https://vge-team.hu,,,,,,nemzetközi találkozó,list_page,0.3
Kreativfactory,https://kreativfactory.hu,,,,,,nemzetközi találkozó,list_page,0.3
Trimedio TV,https://trimedio.tv,,,,,,nemzetközi találkozó,list_page,0.3
Kapcsolat,https://www.yoys.net/support,,,,,,nemzetközi találkozó,list_page,0.3
SuperProfik.cz,https://superprofik.cz,,,,,,nemzetközi találkozó,list_page,0.3
"„Magyarország Európa világítótornya""",https://magyarnemzet.hu/kulfold/2026/03/budapesten-a-patriotak-europa-uj-iranyt-vehet-percrol-percre,,,,,,nemzetközi találkozó,ddg_search,0.3
Rákóczi Tárogató Egyesület,https://www.tarogatocenter.hu,,,,,,nemzetközi találkozó,ddg_search,0.3
Magyarország Kormánya,https://2020-2025.kormany.hu/kulgazdasagi-es-kulugyminiszterium/elerhetosegek,,,,,,nemzetközi találkozó,ddg_search,0.3
Orbán:Magyarországa béke oldalán áll,https://karpatalja.ma/karpatalja/nezopont/orban-magyarorszag-a-beke-oldalan-all,,,,,,nemzetközi találkozó,ddg_search,0.3
Dea,https://dea.lib.unideb.hu/bitstreams/2de68c5b-7f18-4de4-a2b6-5d51f7a5f1c4/download,,,,,,nemzetközi találkozó,ddg_search,0.3
Zonta Club:nemzetközitalálkozóvolt Szombathelyen,https://www.vaol.hu/helyi-kozelet/2025/04/zonta-club-nemzetkozi-talalkozo,,,,,,nemzetközi találkozó,ddg_search,0.3
Networking események,https://networkingkonferencia.hu,,,,,,nemzetközi találkozó,ddg_search,0.3
Európa Konzorcium,http://europaconsortium.eu/blog/tag/NGO,,,,,,nemzetközi találkozó,ddg_search,0.3
Rose Marie on Amazon Music Unlimited,https://music.amazon.com/artists/B0016CS2D8/rose-marie,,,,,,nemzetközi találkozó,ddg_search,0.3
"Nemzetközi Country Találkozó, Budapest, 1982 (élő felvétel)",https://www.jiosaavn.com/album/nemzetkozi-country-talalkozo-budapest-1982-elő-felvetel/lI9YfvWoOrc_,,,,,,nemzetközi találkozó,ddg_search,0.3
Tidal,https://tidal.com/album/437992777,,,,,,nemzetközi találkozó,ddg_search,0.3
Music,https://music.apple.com/td/album/nemzetközi-country-találkozó-budapest-hungaroton-classics/627722067,,,,,,nemzetközi találkozó,ddg_search,0.3
"Nemzetközi Country Találkozó, Budapest, 1982 (élő felvétel)",https://open.spotify.com/album/3hnkbNG02bQFm1qpjx4Ke3,,,,,,nemzetközi találkozó,ddg_search,0.3
"Nemzetközitalálkozó, online karácsony határok nélkül",https://www.beol.hu/helyi-kozelet/2025/12/nemzetkozi-talalkozo-kunagota-gyerekek,,,,,,nemzetközi találkozó,ddg_search,0.3
MITEM,https://www.fesztivalportal.hu/kulturalis-fesztival/mitem-madach-imre-nemzetkozi-szinhazi-talalkozo-budapest,,,,,,nemzetközi találkozó,ddg_search,0.3
Blog: ErasmusRadnóti,https://erasmuselteradnoti.weebly.com,,,,,,nemzetközi találkozó,ddg_search,0.3
„Mindennemzetközitalálkozócélja a magyar nemzeti érdek...,https://www.magyarhirlap.hu/belfold/20191031-kovacs-zoltan-minden-nemzetkozi-talalkozo-celja-a-magyar-nemzeti-erdek-ervenyesitese,,,,,,nemzetközi találkozó,ddg_search,0.3
business_centerSzektoroldalak,https://sectorpages.com/places/rendezv%C3%A9nyszervez%C5%91-v%C3%A1llalat,,,,,,nemzetközi találkozó,list_page,0.0
BerufExperten.de,https://berufexperten.de,,,,,,nemzetközi találkozó,list_page,0.0
Oldaltérkép,https://cskik.hu/een-oldalterkep,,,,,,nemzetközi találkozó,ddg_search,0.0
Tka,https://www.tka.hu/hir/18213/ot-orszag-osztotta-meg-egymassal-tapasztalatait-a-nemzetkozi-mentortalalkozon-budapesten,,,,,,nemzetközi találkozó,ddg_search,0.0
"Items where Subject is ""C Auxiliary Sciences of History /",https://real.mtak.hu/view/subjects/CC.html,,,,,,nemzetközi találkozó,ddg_search,0.0
NemzetkoziCountryTalalkozoBudapest- Muzyka,https://allegro.pl/kategoria/muzyka,,,,,,nemzetközi találkozó,ddg_search,0.0
Last,"https://www.last.fm/music/Rose+Marie,+Bojtorján+Együttes,+InterFolk,+Eszter+Várkonyi,+Hamilton,+IV,+George,+Sandifer+George,+Frank+Carollo+Joe,+Spirit+együttes,+100+Folk+Celsius+",,,,,,nemzetközi találkozó,ddg_search,0.0
